UP-log2(FC)	UP-entry	UP-mgi_symbol	UP-refseq_mrna	UP-entrezgene	UP-description
1.27131777319182	6422	Gins1	0	69270	GINS complex subunit 1 (Psf1 homolog) [Source:MGI Symbol
1.27123161855697	1082	Pmvk	NM_001310640	68603	phosphomevalonate kinase [Source:MGI Symbol
1.26951094052444	1590	Zfc3h1	NM_001033261	216345	zinc finger
1.2691864087292	7646	Cbx3-ps6	0	NA	chromobox 3
1.26894827921404	4308	Mbd3	0	17192	methyl-CpG binding domain protein 3 [Source:MGI Symbol
1.26833517235755	999	Arsk	NM_029847	77041	arylsulfatase K [Source:MGI Symbol
1.26639954715288	2778	Pmf1	NM_001310605	67037	polyamine-modulated factor 1 [Source:MGI Symbol
1.26632141776497	7810	3110082I17Rik	NM_028469	73212	RIKEN cDNA 3110082I17 gene [Source:MGI Symbol
1.2663091059412	5936	Ipo5	NM_023579	70572	importin 5 [Source:MGI Symbol
1.26614162642067	2278	Recql4	NM_058214	79456	RecQ protein-like 4 [Source:MGI Symbol
1.26603991979844	6765	Prmt1	NM_001252476	15469	protein arginine N-methyltransferase 1 [Source:MGI Symbol
1.2651239538375	8655	Snrpd3	NM_026095	67332	small nuclear ribonucleoprotein D3 [Source:MGI Symbol
1.2650450239373	8114	Noa1	NM_019836	56412	nitric oxide associated 1 [Source:MGI Symbol
1.26433008210218	2672	Cdk5rap3	NM_030248	80280	CDK5 regulatory subunit associated protein 3 [Source:MGI Symbol
1.26421953100534	9490	Cenpv	NM_028448	73139	centromere protein V [Source:MGI Symbol
1.26349202017368	7545	Gm44170	0	NA	predicted gene
1.26337516565171	1475	Melk	NM_010790	17279	maternal embryonic leucine zipper kinase [Source:MGI Symbol
1.26257115796206	2684	Trim65	0	338364	tripartite motif-containing 65 [Source:MGI Symbol
1.26176740731133	5540	Zfp964	0	636741	zinc finger protein 964 [Source:MGI Symbol
1.26130144946074	2243	Suv39h2	NM_022724	64707	suppressor of variegation 3-9 homolog 2 (Drosophila) [Source:MGI Symbol
1.25978068388533	3221	Nostrin	NM_181547	329416	nitric oxide synthase trafficker [Source:MGI Symbol
1.25962780713032	2661	Prkdc	0	19090	protein kinase
1.25962043136438	5772	Gm5812	0	NA	predicted gene 5812 [Source:MGI Symbol
1.25867251563687	4471	Rps24-ps3	0	NA	ribosomal protein S24
1.25862728738408	3580	Gm38346	0	NA	predicted gene
1.25830118676176	1385	Hlx	NM_008250	15284	H2.0-like homeobox [Source:MGI Symbol
1.25713309910832	6620	Anapc13	NM_181394	69010	anaphase promoting complex subunit 13 [Source:MGI Symbol
1.25676121125284	2514	Cdc37	NM_016742	12539	cell division cycle 37 [Source:MGI Symbol
1.25612962106798	2511	St3gal6	NM_018784	54613	ST3 beta-galactoside alpha-2
1.25552094471295	10348	Bend3	NM_199028	331623	BEN domain containing 3 [Source:MGI Symbol
1.25516908870348	7244	Ddx18	NM_025860	66942	DEAD (Asp-Glu-Ala-Asp) box polypeptide 18 [Source:MGI Symbol
1.25478891420171	9026	Uqcr11	0	66594	ubiquinol-cytochrome c reductase
1.25443888071531	7043	Fam210a	NM_153794	108654	family with sequence similarity 210
1.2541861927115	7362	Diexf	0	215193	digestive organ expansion factor homolog (zebrafish) [Source:MGI Symbol
1.25333837216986	1222	Nab2	NM_008668	17937	Ngfi-A binding protein 2 [Source:MGI Symbol
1.25328137291048	7170	2410015M20Rik	NM_153152	224904	RIKEN cDNA 2410015M20 gene [Source:MGI Symbol
1.25264638598589	2121	Ccne2	0	12448	cyclin E2 [Source:MGI Symbol
1.25122926925664	1018	Capn5	NM_007602	12337	calpain 5 [Source:MGI Symbol
1.25115130707085	3034	Nudt15	NM_172527	214254	nudix (nucleoside diphosphate linked moiety X)-type motif 15 [Source:MGI Symbol
1.25082186422147	4008	Rhobtb2	NM_153514	246710	Rho-related BTB domain containing 2 [Source:MGI Symbol
1.25075059434477	1004	Wdr13	NM_026137	73447	WD repeat domain 13 [Source:MGI Symbol
1.25042369789469	8483	Kdm5d	0	20592	lysine (K)-specific demethylase 5D [Source:MGI Symbol
1.24570592675059	564	Megf8	NM_001160400	269878	multiple EGF-like-domains 8 [Source:MGI Symbol
1.244112205946	4063	Trmt10a	NM_175389	108943	tRNA methyltransferase 10A [Source:MGI Symbol
1.24215081111987	9505	Ppia	NM_008907	268373	peptidylprolyl isomerase A [Source:MGI Symbol
1.24178562013582	9494	Cela1	NM_033612	109901	chymotrypsin-like elastase family
1.24165754936703	8107	Ccsap	0	73420	centriole
1.24135137270408	4096	Ddx31	0	227674	DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 31 [Source:MGI Symbol
1.24129511589888	9310	Zfp9	NM_011763	22750	zinc finger protein 9 [Source:MGI Symbol
1.24016649273752	5544	Blvra	0	109778	biliverdin reductase A [Source:MGI Symbol
1.23905710923555	707	Ikzf1	0	22778	IKAROS family zinc finger 1 [Source:MGI Symbol
1.23905237033768	6527	1500004A13Rik	0	NA	RIKEN cDNA 1500004A13 gene [Source:MGI Symbol
1.23850276314742	2236	Eif3a	NM_010123	13669	eukaryotic translation initiation factor 3
1.23759132612069	4606	Rps24	NM_011297	20088	ribosomal protein S24 [Source:MGI Symbol
1.23701704848424	758	Lrrk2	NM_025730	66725	leucine-rich repeat kinase 2 [Source:MGI Symbol
1.23675411997041	7116	Sgf29	0	75565	SAGA complex associated factor 29 [Source:MGI Symbol
1.23556729400094	5530	Use1	NM_025917	67023	unconventional SNARE in the ER 1 homolog (S. cerevisiae) [Source:MGI Symbol
1.23510317690214	1483	Trim36	NM_178872	28105	tripartite motif-containing 36 [Source:MGI Symbol
1.23500202449537	8723	Snhg17	0	NA	small nucleolar RNA host gene 17 [Source:MGI Symbol
1.23487850361826	10393	Heatr3	NM_172757	234549	HEAT repeat containing 3 [Source:MGI Symbol
1.23359584434982	3775	Rsc1a1	NM_023544	69994	regulatory solute carrier protein
1.23314372061741	3234	Evi2a	NM_010161	14017	ecotropic viral integration site 2a [Source:MGI Symbol
1.2329551982232	1393	Gm42819	0	NA	predicted gene 42819 [Source:MGI Symbol
1.23225200451601	10564	Nop16	NM_178605	28126	NOP16 nucleolar protein [Source:MGI Symbol
1.23196430255755	8711	Snhg20	0	NA	small nucleolar RNA host gene 20 [Source:MGI Symbol
1.23176663440426	1021	Dexi	0	58239	dexamethasone-induced transcript [Source:MGI Symbol
1.23117793719675	4894	Trap1	NM_026508	68015	TNF receptor-associated protein 1 [Source:MGI Symbol
1.23060874878308	2272	Gm44949	0	NA	predicted gene 44949 [Source:MGI Symbol
1.22994714531756	2138	Gm26522	0	NA	predicted gene
1.22887152219245	4638	Uqcrh	0	66576	ubiquinol-cytochrome c reductase hinge protein [Source:MGI Symbol
1.22839737609017	4721	Ddah2	NM_001190449	51793	dimethylarginine dimethylaminohydrolase 2 [Source:MGI Symbol
1.22748523978635	1647	Aifm1	0	26926	apoptosis-inducing factor
1.22411428620314	1753	Lrrc45	NM_153545	217366	leucine rich repeat containing 45 [Source:MGI Symbol
1.22373489872621	1861	Socs5	NM_019654	56468	suppressor of cytokine signaling 5 [Source:MGI Symbol
1.22348250915658	1738	Gm37696	0	NA	predicted gene
1.22332573187655	10930	Selm	0	114679	selenoprotein M [Source:MGI Symbol
1.22324357842128	5537	Wdr46	NM_020603	57315	WD repeat domain 46 [Source:MGI Symbol
1.22300160812371	7086	Ung	NM_001040691	22256	uracil DNA glycosylase [Source:MGI Symbol
1.22203053598821	948	Atad2	NM_027435	70472	ATPase family
1.2217855652986	8926	Bag2	NM_145392	213539	BCL2-associated athanogene 2 [Source:MGI Symbol
1.22146885830126	9742	Romo1	NM_001164217	67067	reactive oxygen species modulator 1 [Source:MGI Symbol
1.22109354213465	10795	Fkbp3	NM_013902	30795	FK506 binding protein 3 [Source:MGI Symbol
1.22087792384364	465	Eif4ebp2	NM_010124	13688	eukaryotic translation initiation factor 4E binding protein 2 [Source:MGI Symbol
1.22068659923783	4326	0	NM_001310620	67370	zinc finger protein 606 (Zfp606)
1.21880982349182	10365	Abhd14a	NM_001110272	68644	abhydrolase domain containing 14A [Source:MGI Symbol
1.21850613738419	10183	Snrpd1	NM_009226	20641	small nuclear ribonucleoprotein D1 [Source:MGI Symbol
1.21822378506334	621	Mapre2	0	212307	microtubule-associated protein
1.21600028741239	10376	Hint1	NM_008248	15254	histidine triad nucleotide binding protein 1 [Source:MGI Symbol
1.21594933481037	3725	Gm42683	0	NA	predicted gene 42683 [Source:MGI Symbol
1.21580416913015	1534	Ifngr1	NM_010511	15979	interferon gamma receptor 1 [Source:MGI Symbol
1.21489419681948	2750	Cacna1d	NM_001083616	12289	calcium channel
1.21479681457302	5261	Zfand1	NM_025512	66361	zinc finger
1.21439557211059	2308	Paqr7	NM_027995	71904	progestin and adipoQ receptor family member VII [Source:MGI Symbol
1.21415943593322	3121	Eif3l	NM_145139	223691	eukaryotic translation initiation factor 3
1.21358973898248	1862	Hspa8	NM_031165	15481	heat shock protein 8 [Source:MGI Symbol
1.21254055200873	7617	Tmc8	0	217356	transmembrane channel-like gene family 8 [Source:MGI Symbol
1.21208542474818	3833	Rbmxl1	NM_009033	19656	RNA binding motif protein
1.21173983574521	706	Pcnt	NM_008787	18541	pericentrin (kendrin) [Source:MGI Symbol
1.21119963785697	7171	Fxn	NM_008044	14297	frataxin [Source:MGI Symbol
1.21097518538986	2025	Eif3h	NM_080635	68135	eukaryotic translation initiation factor 3
1.21071342537838	10127	Phlda3	NM_013750	27280	pleckstrin homology like domain
1.20949459406605	519	Top2b	NM_009409	21974	topoisomerase (DNA) II beta [Source:MGI Symbol
1.20932787397594	2577	Gm43982	0	NA	predicted gene
1.20823676320328	5734	Snrpa	0	53607	small nuclear ribonucleoprotein polypeptide A [Source:MGI Symbol
1.207993290266	1208	Aaas	NM_153416	223921	achalasia
1.20630518592354	10915	Psma8	NM_001163609	73677	proteasome (prosome
1.20587308870623	6703	Aarsd1	NM_144829	69684	alanyl-tRNA synthetase domain containing 1 [Source:MGI Symbol
1.20581425250659	2011	Fam69a	NM_026062	67266	family with sequence similarity 69
1.2055697322349	3206	Fam107b	0	66540	family with sequence similarity 107
1.20419379712867	4731	Zfp809	NM_172763	235047	zinc finger protein 809 [Source:MGI Symbol
1.20333585376152	895	Itpr1	NM_010585	16438	inositol 1
1.20219863369684	2482	Fam131a	0	78408	family with sequence similarity 131
1.20125847102525	3287	Slc35b4	NM_021435	58246	solute carrier family 35
1.20068152423834	7552	Neil2	NM_201610	382913	nei like 2 (E. coli) [Source:MGI Symbol
1.20066594520671	8686	Atxn10	NM_016843	54138	ataxin 10 [Source:MGI Symbol
1.20060076266347	3230	Oat	NM_016978	18242	ornithine aminotransferase [Source:MGI Symbol
1.19985454470586	8603	Samd1	0	666704	sterile alpha motif domain containing 1 [Source:MGI Symbol
1.19902993043257	6029	Slc29a1	NM_022880	63959	solute carrier family 29 (nucleoside transporters)
1.19819633383274	9982	Fpgs	NM_010236	14287	folylpolyglutamyl synthetase [Source:MGI Symbol
1.19799489954494	10708	Ndufb6	NM_001033305	230075	NADH dehydrogenase (ubiquinone) 1 beta subcomplex
1.19768731006072	5131	Trip6	0	22051	thyroid hormone receptor interactor 6 [Source:MGI Symbol
1.19630826921345	2782	Hist2h3c2	NM_054045	97114	histone cluster 2
1.19621142815606	4800	Aimp1	NM_007926	13722	aminoacyl tRNA synthetase complex-interacting multifunctional protein 1 [Source:MGI Symbol
1.19614196962799	1853	4930427A07Rik	NM_134041	104732	RIKEN cDNA 4930427A07 gene [Source:MGI Symbol
1.19607639454835	8260	Hsf4	0	26386	heat shock transcription factor 4 [Source:MGI Symbol
1.19563427727035	7222	Ndufb5	NM_025316	66046	NADH dehydrogenase (ubiquinone) 1 beta subcomplex
1.19469882274071	11345	Lsm7	NM_025349	66094	LSM7 homolog
1.19420073569345	5645	Rcn1	NM_009037	19672	reticulocalbin 1 [Source:MGI Symbol
1.19412087210034	692	Dse	NM_172508	212898	dermatan sulfate epimerase [Source:MGI Symbol
1.19337441470818	3259	Nsa2	NM_021552	59050	NSA2 ribosome biogenesis homolog [Source:MGI Symbol
1.19327758917038	7477	Gm26992	0	NA	predicted gene
1.19186526046145	1033	Dgkd	NM_177646	227333	diacylglycerol kinase
1.19145507983802	3171	2310033P09Rik	NM_024210	67862	RIKEN cDNA 2310033P09 gene [Source:MGI Symbol
1.19067985506919	5904	Gnptab	0	432486	N-acetylglucosamine-1-phosphate transferase
1.1903564982041	9882	Slc22a18	NM_008767	18400	solute carrier family 22 (organic cation transporter)
1.19025861435599	3030	Ceacam1	NM_001039186	26365	carcinoembryonic antigen-related cell adhesion molecule 1 [Source:MGI Symbol
1.1893465224815	5006	Pdcd11	NM_011053	18572	programmed cell death 11 [Source:MGI Symbol
1.18851230358174	8734	Glo1	NM_025374	109801	glyoxalase 1 [Source:MGI Symbol
1.18681885463362	2383	Dcxr	0	67880	dicarbonyl L-xylulose reductase [Source:MGI Symbol
1.18608353916574	9539	Slc25a35	NM_028048	71998	solute carrier family 25
1.1858500549452	4717	Morc2a	0	74522	microrchidia 2A [Source:MGI Symbol
1.1852904100272	7272	Btbd6	NM_001145900	399566	BTB (POZ) domain containing 6 [Source:MGI Symbol
1.18463183019287	927	Nfam1	NM_028728	74039	Nfat activating molecule with ITAM motif 1 [Source:MGI Symbol
1.18448586728974	1131	Nup107	0	103468	nucleoporin 107 [Source:MGI Symbol
1.18292806665527	3344	Samm50	NM_178614	68653	SAMM50 sorting and assembly machinery component [Source:MGI Symbol
1.18284460097875	1302	Cul9	0	78309	cullin 9 [Source:MGI Symbol
1.18213085307687	1601	Mbtd1	0	103537	mbt domain containing 1 [Source:MGI Symbol
1.18134151102308	6976	Fn1	NM_001276408	14268	fibronectin 1 [Source:MGI Symbol
1.18022095390003	6804	Spr	0	20751	sepiapterin reductase [Source:MGI Symbol
1.18016084416537	2974	Vars2	NM_175137	68915	valyl-tRNA synthetase 2
1.17967387126413	7000	Ppm1f	NM_176833	68606	protein phosphatase 1F (PP2C domain containing) [Source:MGI Symbol
1.17960765187046	3830	Cox4i1	NM_009941	12857	cytochrome c oxidase subunit IV isoform 1 [Source:MGI Symbol
1.1795491635287	6233	Nol6	NM_139236	230082	nucleolar protein family 6 (RNA-associated) [Source:MGI Symbol
1.17868808180242	5175	Ivd	NM_019826	56357	isovaleryl coenzyme A dehydrogenase [Source:MGI Symbol
1.17855830981334	1466	Pafah1b3	0	18476	platelet-activating factor acetylhydrolase
1.17824673102197	3126	Gpr141	NM_181754	353346	G protein-coupled receptor 141 [Source:MGI Symbol
1.17629716002663	7814	Aimp2	NM_001172146	231872	aminoacyl tRNA synthetase complex-interacting multifunctional protein 2 [Source:MGI Symbol
1.17590315721865	9520	Hacd1	0	30963	3-hydroxyacyl-CoA dehydratase 1 [Source:MGI Symbol
1.175460603092	3979	Zfp369	NM_178364	170936	zinc finger protein 369 [Source:MGI Symbol
1.17486156805357	4391	Agpat5	NM_026792	52123	1-acylglycerol-3-phosphate O-acyltransferase 5 (lysophosphatidic acid acyltransferase
1.17377789872713	2735	Jmy	NM_021310	57748	junction-mediating and regulatory protein [Source:MGI Symbol
1.17301985783058	2348	Hpn	NM_001276269	15451	hepsin [Source:MGI Symbol
1.17292876931557	9403	Gm14403	0	NA	predicted gene 14403 [Source:MGI Symbol
1.17237617074455	939	Dusp22	NM_134068	105352	dual specificity phosphatase 22 [Source:MGI Symbol
1.17210044325576	2071	Gm37033	0	NA	predicted gene
1.1719047531386	1301	Tecpr2	NM_001081057	104859	tectonin beta-propeller repeat containing 2 [Source:MGI Symbol
1.1712609904401	4121	Mybl1	NM_008651	17864	myeloblastosis oncogene-like 1 [Source:MGI Symbol
1.17104212014318	2091	Gm21188	NM_001302966	100861753	predicted gene
1.17089323581145	9464	Farsb	NM_001278075	23874	phenylalanyl-tRNA synthetase
1.17010485730948	1321	Dus3l	NM_144858	224907	dihydrouridine synthase 3-like (S. cerevisiae) [Source:MGI Symbol
1.17008103976195	2720	Gm36933	0	NA	predicted gene
1.16977849451178	2449	Pip4k2b	NM_054051	108083	phosphatidylinositol-5-phosphate 4-kinase
1.16903974678941	9156	Nup43	NM_145706	69912	nucleoporin 43 [Source:MGI Symbol
1.16885205401936	630	Fes	0	14159	feline sarcoma oncogene [Source:MGI Symbol
1.16868183653392	10541	Gm5559	0	NA	predicted gene 5559 [Source:MGI Symbol
1.1684382621007	2608	Fancl	NM_025923	67030	Fanconi anemia
1.16812436863864	1687	Pelp1	NM_029231	75273	proline
1.16812321497661	1066	Tcp11l2	0	216198	t-complex 11 (mouse) like 2 [Source:MGI Symbol
1.16722953710117	946	Fnbp1	0	14269	formin binding protein 1 [Source:MGI Symbol
1.16715298584016	7744	Bcs1l	0	66821	BCS1-like (yeast) [Source:MGI Symbol
1.16603965448682	5381	Ccs	NM_016892	12460	copper chaperone for superoxide dismutase [Source:MGI Symbol
1.16595790918807	11700	Wbscr16	NM_033572	94254	Williams-Beuren syndrome chromosome region 16 homolog (human) [Source:MGI Symbol
1.16590678516183	1137	Fam129a	NM_022018	63913	family with sequence similarity 129
1.16578412287582	10538	Tmem201	NM_001284270	230917	transmembrane protein 201 [Source:MGI Symbol
1.16497460876351	8658	Hmbs	NM_013551	15288	hydroxymethylbilane synthase [Source:MGI Symbol
1.16491632526422	2219	Sfpq	NM_023603	71514	splicing factor proline/glutamine rich (polypyrimidine tract binding protein associated) [Source:MGI Symbol
1.16478299412622	6755	Smyd3	NM_027188	69726	SET and MYND domain containing 3 [Source:MGI Symbol
1.16458388243524	6858	Zfp970	NM_001177568	628308	zinc finger protein 970 [Source:MGI Symbol
1.16367359236569	11075	Atp5e	NM_025983	67126	ATP synthase
1.16340620583977	1739	Tmpo	NM_001080129	21917	thymopoietin [Source:MGI Symbol
1.16319185375345	749	Tbc1d5	NM_001285993	72238	TBC1 domain family
1.16185654914918	7352	Tfpi	0	21788	tissue factor pathway inhibitor [Source:MGI Symbol
1.16184647915907	4745	Ipo7	NM_181517	233726	importin 7 [Source:MGI Symbol
1.16136137686165	2700	Elovl5	NM_134255	68801	ELOVL family member 5
1.16111785820123	1049	Sfi1	0	78887	Sfi1 homolog
1.16001485531835	6856	mt-Nd4	17719	17719	mitochondrially encoded NADH dehydrogenase 4 [Source:MGI Symbol
1.15964023386929	2409	Emilin1	NM_133918	100952	elastin microfibril interfacer 1 [Source:MGI Symbol
1.15854082845086	4711	Fbxo21	NM_145564	231670	F-box protein 21 [Source:MGI Symbol
1.15755287391904	2148	Serbp1	0	66870	serpine1 mRNA binding protein 1 [Source:MGI Symbol
1.15691376859641	4499	Ccnf	NM_007634	12449	cyclin F [Source:MGI Symbol
1.15634444760389	6711	Agap1	NM_178119	347722	ArfGAP with GTPase domain
1.15596095765067	10448	Zfp248	NM_028335	72720	zinc finger protein 248 [Source:MGI Symbol
1.15471754541308	4373	Timm10b	0	14356	translocase of inner mitochondrial membrane 10B [Source:MGI Symbol
1.1546068415023	1316	Vps13c	NM_177184	320528	vacuolar protein sorting 13C [Source:MGI Symbol
1.15433037189369	2706	4933423P22Rik	0	NA	RIKEN cDNA 4933423P22 gene [Source:MGI Symbol
1.15352126133813	3958	Smim24	NM_001099917	72273	small integral membrane protein 24 [Source:MGI Symbol
1.15326528174989	10478	Cox7b	NM_025379	66142	cytochrome c oxidase subunit VIIb [Source:MGI Symbol
1.15275212110403	11495	Dnmt3b	NM_001271744	13436	DNA methyltransferase 3B [Source:MGI Symbol
1.15235759716337	5536	Creb3l2	NM_178661	208647	cAMP responsive element binding protein 3-like 2 [Source:MGI Symbol
1.15115915083197	5143	Hist1h2ap	NM_178185	319171	histone cluster 1
1.1509057617445	864	Il12rb1	0	16161	interleukin 12 receptor
1.14984967495318	2132	Hdgfrp3	NM_013886	29877	hepatoma-derived growth factor
1.14939850006769	4303	Fancb	0	237211	Fanconi anemia
1.14896158462798	10589	Gm10146	0	NA	predicted gene 10146 [Source:MGI Symbol
1.14891126434574	643	Fyn	NM_008054	14360	Fyn proto-oncogene [Source:MGI Symbol
1.1488941396629	6742	Bysl	NM_016859	53414	bystin-like [Source:MGI Symbol
1.14868157896761	2856	Rap2a	0	76108	RAS related protein 2a [Source:MGI Symbol
1.14821839952862	843	Rnf145	NM_001166553	74315	ring finger protein 145 [Source:MGI Symbol
1.14801530206345	6216	1700001L05Rik	0	NA	RIKEN cDNA 1700001L05 gene [Source:MGI Symbol
1.14800713623548	10013	Fam136a	NM_025591	66488	family with sequence similarity 136
1.14769336101809	740	Zfp106	NM_011743	20402	zinc finger protein 106 [Source:MGI Symbol
1.14734756171811	768	Vgll4	0	232334	vestigial like family member 4 [Source:MGI Symbol
1.1467434635554	949	Mta3	NM_001171054	116871	metastasis associated 3 [Source:MGI Symbol
1.14588826040696	840	Arhgap11a	NM_181416	228482	Rho GTPase activating protein 11A [Source:MGI Symbol
1.14579250271553	6249	Hist1h4b	NM_178193	326620	histone cluster 1
1.14570313492474	3008	Mis18a	NM_025642	66578	MIS18 kinetochore protein A [Source:MGI Symbol
1.1452405061769	7769	Rbm12	NM_029397	75710	RNA binding motif protein 12 [Source:MGI Symbol
1.14404984479541	4318	AI480526	0	NA	expressed sequence AI480526 [Source:MGI Symbol
1.14309714418615	3689	Maged2	NM_030700	80884	melanoma antigen
1.14186979443304	7888	Mettl13	NM_144877	71449	methyltransferase like 13 [Source:MGI Symbol
1.14179468520268	4049	Cstf2	NM_133196	108062	cleavage stimulation factor
1.14031765027233	6524	Prep	NM_011156	19072	prolyl endopeptidase [Source:MGI Symbol
1.13922643819516	4932	Ccdc107	0	622404	coiled-coil domain containing 107 [Source:MGI Symbol
1.13859523915193	7645	Ppp1r3e	0	105651	protein phosphatase 1
1.13789384831147	8249	Pelo	NM_134058	105083	pelota homolog (Drosophila) [Source:MGI Symbol
1.13737533927791	11009	1190007I07Rik	0	544717	RIKEN cDNA 1190007I07 gene [Source:MGI Symbol
1.13727581478873	1490	Ttll4	NM_001014974	67534	tubulin tyrosine ligase-like family
1.13695366640128	8771	Cbr3	NM_173047	109857	carbonyl reductase 3 [Source:MGI Symbol
1.13666670611522	2743	Stt3b	NM_024222	68292	STT3
1.13639612966801	9874	4933431E20Rik	0	NA	RIKEN cDNA 4933431E20 gene [Source:MGI Symbol
1.13567005192047	3073	Kif5a	NM_001039000	16572	kinesin family member 5A [Source:MGI Symbol
1.13559030550798	950	Grk6	NM_001286063	26385	G protein-coupled receptor kinase 6 [Source:MGI Symbol
1.13522941557936	1478	Atp13a3	NM_001128094	224088	ATPase type 13A3 [Source:MGI Symbol
1.13443523087247	8144	Ropn1l	NM_145852	252967	ropporin 1-like [Source:MGI Symbol
1.13436314387364	2956	Ece1	NM_199307	230857	endothelin converting enzyme 1 [Source:MGI Symbol
1.13380007443541	3313	Zak	NM_023057	65964	sterile alpha motif and leucine zipper containing kinase AZK [Source:MGI Symbol
1.13378214402143	8212	Pin4	NM_027181	69713	protein (peptidyl-prolyl cis/trans isomerase) NIMA-interacting
1.13352009949508	6188	Galk1	NM_016905	14635	galactokinase 1 [Source:MGI Symbol
1.1331404788248	4070	Hs6st1	NM_015818	50785	heparan sulfate 6-O-sulfotransferase 1 [Source:MGI Symbol
1.13312410883244	1038	Nono	0	53610	non-POU-domain-containing
1.13286974344118	2425	Clta	0	12757	clathrin
1.13170627285542	3612	Pon3	0	269823	paraoxonase 3 [Source:MGI Symbol
1.13144228258821	9655	Gpn1	NM_133756	74254	GPN-loop GTPase 1 [Source:MGI Symbol
1.13117076364956	5094	Nim1k	NM_175538	245269	NIM1 serine/threonine protein kinase [Source:MGI Symbol
1.13058576258657	3420	Arhgap32	NM_001195632	330914	Rho GTPase activating protein 32 [Source:MGI Symbol
1.13053069526289	3018	Eml5	NM_001081191	319670	echinoderm microtubule associated protein like 5 [Source:MGI Symbol
1.13008961937025	2416	Apol10b	NM_177820	328561	apolipoprotein L 10B [Source:MGI Symbol
1.12959358797574	1773	Lrwd1	NM_027891	71735	leucine-rich repeats and WD repeat domain containing 1 [Source:MGI Symbol
1.12913564981252	947	Pdk1	NM_172665	228026	pyruvate dehydrogenase kinase
1.1287482774691	710	Ago4	NM_153177	76850	argonaute RISC catalytic subunit 4 [Source:MGI Symbol
1.12859870806319	1644	Rbl2	NM_011250	19651	retinoblastoma-like 2 [Source:MGI Symbol
1.12694958631472	5170	Tpt1	NM_009429	22070	tumor protein
1.12664752851632	8951	Mettl1	0	17299	methyltransferase like 1 [Source:MGI Symbol
1.12662667279946	1144	Nnt	0	18115	nicotinamide nucleotide transhydrogenase [Source:MGI Symbol
1.12635731539552	8266	Spata5	NM_001163511	57815	spermatogenesis associated 5 [Source:MGI Symbol
1.12553777340759	9225	Dpm3	0	68563	dolichyl-phosphate mannosyltransferase polypeptide 3 [Source:MGI Symbol
1.12514651122192	8936	Qtrtd1	0	106248	queuine tRNA-ribosyltransferase domain containing 1 [Source:MGI Symbol
1.1235253273675	1613	Ylpm1	0	56531	YLP motif containing 1 [Source:MGI Symbol
1.12280131447714	5097	Cebpd	NM_007679	12609	CCAAT/enhancer binding protein (C/EBP)
1.12131660350414	5107	Rbbp7	NM_009031	245688	retinoblastoma binding protein 7 [Source:MGI Symbol
1.12107632865905	735	Gltscr1	0	243842	glioma tumor suppressor candidate region gene 1 [Source:MGI Symbol
1.12078653638831	4744	Fbxo10	NM_001024142	269529	F-box protein 10 [Source:MGI Symbol
1.11999952307126	5733	Armc6	NM_133972	76813	armadillo repeat containing 6 [Source:MGI Symbol
1.11912192239449	486	Mbp	NM_001025245	17196	myelin basic protein [Source:MGI Symbol
1.11837049674393	1059	Zmynd8	0	228880	zinc finger
1.11815366308131	1271	Mkl1	NM_001082536	223701	MKL (megakaryoblastic leukemia)/myocardin-like 1 [Source:MGI Symbol
1.11789873173768	10447	Mecr	NM_025297	26922	mitochondrial trans-2-enoyl-CoA reductase [Source:MGI Symbol
1.11606176528162	8322	Hint2	0	68917	histidine triad nucleotide binding protein 2 [Source:MGI Symbol
1.11594553264686	4299	Slc12a2	NM_009194	20496	solute carrier family 12
1.11587738929418	1988	Pisd-ps1	0	NA	phosphatidylserine decarboxylase
1.11587302419257	5851	Gm44187	0	NA	predicted gene
1.11561154582784	1217	Phka1	NM_008832	18679	phosphorylase kinase alpha 1 [Source:MGI Symbol
1.11542549964745	6825	Thop1	NM_022653	50492	thimet oligopeptidase 1 [Source:MGI Symbol
1.11537966936202	11366	Fdx1l	NM_001039824	68165	ferredoxin 1-like [Source:MGI Symbol
1.11396062750472	7348	Dhodh	0	56749	dihydroorotate dehydrogenase [Source:MGI Symbol
1.11210473582357	3628	Gm14680	0	NA	predicted gene 14680 [Source:MGI Symbol
1.10999153654061	924	Svil	0	225115	supervillin [Source:MGI Symbol
1.10966715130708	7933	Tbl3	NM_145396	213773	transducin (beta)-like 3 [Source:MGI Symbol
1.1095985895977	7300	Bcl7c	0	12055	B cell CLL/lymphoma 7C [Source:MGI Symbol
1.10940311822373	11943	Rexo2	NM_024233	104444	RNA exonuclease 2 [Source:MGI Symbol
1.10897622698961	5922	Gm6563	0	NA	predicted pseudogene 6563 [Source:MGI Symbol
1.10844938150616	1228	Ptpro	0	19277	protein tyrosine phosphatase
1.10815539026098	1006	Anapc5	NM_021505	59008	anaphase-promoting complex subunit 5 [Source:MGI Symbol
1.10814801097351	7656	Gm10221	0	NA	predicted gene 10221 [Source:MGI Symbol
1.1067837110876	2239	Acaa2	NM_177470	52538	acetyl-Coenzyme A acyltransferase 2 (mitochondrial 3-oxoacyl-Coenzyme A thiolase) [Source:MGI Symbol
1.10664216744316	1986	Pfas	NM_001159519	237823	phosphoribosylformylglycinamidine synthase (FGAR amidotransferase) [Source:MGI Symbol
